carat;cut;color;clarity;depth;table;price;x;y;z
34;Ideal;E;SI1;619;55;565;451;453;28
34;Ideal;E;SI1;626;55;565;446;449;28
31;Ideal;D;SI1;613;56;565;436;441;269
31;Ideal;D;SI1;617;55;565;437;441;271
9;Good;G;SI2;641;63;3246;602;599;385
9;Premium;I;VS2;628;61;3246;612;602;381
91;Ideal;F;SI2;611;55;3246;624;619;38
7;Very Good;F;VVS2;625;58;3247;563;567;353
7;Very Good;D;VS1;628;59;3247;563;568;355
7;Ideal;G;VVS1;626;57;3247;565;57;355
71;Ideal;E;VS2;62;55;3247;57;575;355
71;Ideal;E;VS2;625;55;3247;567;573;356
52;Ideal;D;VVS1;62;57;3247;517;515;32
76;Ideal;D;VS2;63;56;3248;583;579;366
61;Ideal;F;VVS2;615;55;3248;547;553;338
61;Ideal;F;VVS2;614;56;3248;544;549;336
61;Ideal;F;VVS2;611;57;3248;547;549;334
65;Ideal;G;VVS1;619;56;3248;556;559;345
7;Ideal;E;VS1;621;55;3248;572;577;357
1;Fair;H;SI2;665;62;3248;619;61;409
83;Very Good;H;VS2;617;59;3249;595;602;369
76;Ideal;E;VS2;615;56;3249;589;592;363
76;Good;E;VS2;632;56;3249;582;586;369
76;Ideal;H;VVS2;61;56;3249;585;591;359
73;Ideal;F;SI1;617;55;3249;579;582;358
81;Good;G;VS2;629;58;3250;588;594;372
9;Good;H;SI2;636;60;3250;606;611;387
9;Very Good;H;SI2;596;59;3250;638;624;376
9;Very Good;H;SI2;624;58;3250;611;616;383
72;Premium;F;VVS2;611;58;3250;578;584;355
83;Good;E;SI1;637;59;3250;595;589;377
9;Fair;G;SI1;652;59;3250;605;601;393
9;Good;G;SI1;642;58;3250;604;601;387
93;Premium;J;VS2;623;60;3250;63;623;39
73;Premium;D;VS2;598;58;3250;589;585;351
9;Very Good;I;SI1;633;59;3251;614;605;386
71;Ideal;G;VS1;61;56;3251;577;58;353
8;Ideal;E;SI2;609;57;3251;6;603;366
82;Ideal;F;SI1;626;56;3251;595;599;374
9;Ideal;I;SI1;623;56;3251;618;612;383
9;Ideal;I;SI1;608;57;3251;625;622;379
9;Premium;I;SI1;618;58;3251;621;619;383
77;Ideal;D;SI1;608;57;3251;594;59;36
71;Ideal;D;SI1;62;55;3252;571;576;356
7;Very Good;F;VVS1;633;56;3252;57;564;359
7;Ideal;G;VS2;619;56;3253;568;57;352
7;Ideal;G;VS2;615;57;3253;57;574;352
7;Ideal;G;VS2;616;57;3253;57;573;353
77;Ideal;G;SI1;615;56;3253;589;592;363
9;Good;G;SI2;618;56;3253;611;616;379
78;Good;D;SI1;601;61;3253;592;589;355
83;Ideal;F;SI1;621;55;3254;6;605;374
71;Ideal;G;VVS1;628;56;3254;571;576;36
74;Ideal;H;VS1;61;55;3254;586;588;358
74;Ideal;H;VS1;621;55;3254;582;584;362
9;Very Good;H;SI2;641;59;3255;597;607;386
9;Ideal;J;VS2;625;57;3255;616;626;388
73;Ideal;D;VS2;619;56;3255;576;581;358
9;Very Good;G;SI2;622;60;3256;609;62;382
91;Ideal;J;VS2;621;56;3256;618;622;385
79;Ideal;E;SI1;619;55;3256;597;589;367
76;Ideal;F;VS2;61;55;3257;589;592;36
81;Ideal;H;VS1;618;58;3257;597;604;371
72;Ideal;H;IF;614;56;3257;576;58;355
91;Very Good;J;VS2;61;58;3258;622;63;382
78;Very Good;D;SI1;625;58;3258;586;589;367
93;Fair;I;VS2;647;58;3258;609;606;393
78;Ideal;F;VS2;613;57;3259;591;593;363
1;Good;F;SI2;594;64;3259;652;648;386
75;Very Good;E;SI1;592;59;3260;593;597;352
77;Premium;E;VS1;608;56;3260;595;59;36
7;Very Good;F;VVS1;63;60;3261;559;562;353
76;Very Good;E;SI1;604;58;3261;591;597;359
7;Ideal;F;VS1;615;55;3261;573;575;353
104;Good;H;I1;639;58;3261;642;635;408
104;Premium;H;I1;616;61;3261;647;645;398
9;Very Good;D;SI2;59;61;3262;628;632;372
71;Ideal;D;SI1;609;57;3262;575;579;351
91;Premium;G;SI1;625;56;3262;63;618;39
75;Ideal;E;VS2;624;57;3263;576;581;361
111;Premium;H;I1;61;59;3263;667;661;405
72;Very Good;F;VS1;634;57;3264;568;57;361
88;Ideal;I;SI1;632;56;3264;604;609;383
88;Ideal;I;SI1;624;55;3264;612;616;383
72;Ideal;F;VS1;611;56;3265;576;579;353
7;Premium;E;VVS1;617;59;3265;567;571;351
7;Very Good;F;VS1;628;56;3265;564;566;355
1;Good;F;SI2;636;62;3265;625;62;396
7;Ideal;F;VS1;607;58;3265;572;575;348
84;Ideal;D;SI1;615;54;3265;607;613;375
1;Fair;I;VS2;657;58;3265;625;62;409
1;Very Good;I;VS2;632;58;3265;643;632;403
1;Good;J;VVS2;637;57;3265;634;631;403
1;Fair;F;SI2;651;55;3265;626;623;407
1;Fair;F;SI2;651;55;3265;626;623;407
93;Ideal;F;SI2;62;57;3266;631;628;39
81;Premium;H;VVS2;628;58;3266;592;589;371
81;Premium;D;SI1;624;59;3266;596;589;37
112;Premium;J;SI2;607;61;3266;671;664;405
81;Premium;G;VS1;623;56;3266;595;589;369
9;Good;F;SI2;643;57;3267;606;616;393
9;Good;F;SI2;631;57;3267;611;618;388
9;Good;F;SI2;632;57;3267;609;615;387
9;Good;F;SI2;619;62;3267;607;612;377
91;Ideal;J;VS1;607;57;3267;623;626;379
7;Good;D;VVS2;633;54;3267;56;564;356
78;Very Good;F;SI1;624;55;3267;585;589;366
8;Very Good;F;SI1;616;56;3267;596;6;368
78;Ideal;I;VVS2;624;56;3267;587;59;367
78;Ideal;G;SI1;622;55;3267;587;59;366
75;Very Good;F;VS1;579;62;3268;596;6;346
7;Ideal;E;VS2;626;55;3268;566;568;355
96;Premium;J;SI1;603;59;3269;64;636;385
9;Good;G;SI2;584;55;3269;634;639;372
7;Very Good;F;VVS1;593;62;3270;574;577;341
72;Very Good;E;VS2;598;57;3270;584;589;351
75;Very Good;F;VS1;623;57;3270;583;588;365
81;Premium;E;SI1;608;59;3270;595;599;363
56;Ideal;D;VVS1;618;56;3270;528;531;327
73;Ideal;G;VS1;615;56;3270;58;577;356
73;Ideal;E;VS2;622;56;3270;578;576;359
79;Ideal;D;SI1;613;54;3270;601;596;367
9;Very Good;I;SI1;614;55;3271;619;628;383
11;Premium;I;SI2;593;62;3271;675;67;399
67;Ideal;G;IF;616;55;3271;561;565;347
71;Ideal;E;VS1;597;57;3272;584;586;349
8;Very Good;H;VS1;609;57;3273;598;602;365
73;Ideal;G;VS1;602;56;3273;586;59;354
8;Good;E;VS2;634;56;3273;588;592;374
8;Good;E;VS2;645;56;3273;58;586;376
9;Very Good;I;SI1;617;58;3274;617;621;382
9;Good;E;SI1;622;65;3274;613;608;38
72;Ideal;H;VS1;607;55;3274;583;585;354
72;Ideal;H;VS1;615;55;3274;577;585;356
72;Ideal;H;VS1;616;56;3274;576;579;355
7;Very Good;F;VVS2;616;63;3275;565;569;349
95;Ideal;J;SI1;63;56;3275;632;626;396
73;Ideal;E;VS2;619;55;3275;576;58;357
72;Ideal;D;VS2;605;57;3275;581;583;352
72;Ideal;E;VS1;626;55;3275;57;573;358
101;Very Good;G;SI2;632;58;3275;642;635;404
9;Premium;I;VS2;584;62;3276;635;629;369
7;Very Good;G;VVS1;628;56;3276;563;567;355
83;Very Good;H;VS2;594;59;3276;608;611;362
1;Very Good;I;SI2;608;63;3276;641;634;388
9;Premium;I;SI1;596;60;3276;637;624;376
1;Very Good;I;SI2;624;63;3276;644;635;399
9;Fair;E;VS1;676;56;3276;594;59;4
1;Premium;J;SI1;62;62;3276;627;622;387
78;Ideal;E;VS2;62;55;3276;595;589;367
1;Ideal;I;SI2;625;56;3276;638;635;398
125;Ideal;E;I1;609;56;3276;695;691;422
7;Good;E;VS1;613;62;3277;564;572;348
92;Good;D;SI2;578;63;3277;64;636;369
7;Ideal;D;VS1;611;57;3278;573;575;351
118;Very Good;E;I1;599;63;3278;685;68;409
91;Fair;H;SI1;653;62;3278;611;601;396
84;Ideal;G;SI1;624;57;3279;606;603;377
101;Fair;I;SI1;655;58;3280;628;624;41
71;Very Good;G;VVS2;628;58;3281;569;575;359
71;Ideal;F;VS1;623;55;3281;574;576;358
93;Ideal;J;VS1;623;56;3281;626;622;389
82;Very Good;E;SI1;631;58;3282;595;6;377
9;Good;H;SI1;661;57;3282;594;599;394
9;Fair;H;SI1;614;61;3282;608;614;375
91;Premium;I;VS2;63;58;3282;615;607;385
91;Very Good;G;SI2;632;61;3282;627;601;388
92;Fair;F;SI2;653;58;3282;608;604;396
92;Good;F;SI2;642;58;3282;614;611;393
91;Good;G;SI2;636;59;3282;615;611;39
91;Very Good;G;SI2;633;57;3282;612;608;386
92;Fair;F;SI2;651;58;3282;612;607;397
92;Premium;F;SI2;581;58;3282;646;641;374
92;Premium;F;SI2;589;59;3282;638;635;375
8;Very Good;F;VS2;633;598;3283;579;583;368
84;Ideal;I;VS1;623;59;3283;599;604;375
72;Ideal;E;VS1;626;57;3283;569;572;357
72;Ideal;E;VS1;619;55;3283;574;577;356
72;Ideal;H;IF;621;58;3283;572;575;356
8;Good;F;VS2;605;623;3283;597;601;362
8;Good;G;VS1;632;601;3283;577;585;367
52;Ideal;D;VVS2;615;55;3284;519;522;32
71;Ideal;F;VS1;604;57;3284;578;581;35
86;Ideal;D;SI2;602;56;3284;616;619;372
89;Good;E;SI2;616;609;3284;613;624;382
74;Premium;E;VS2;627;58;3285;572;577;36
8;Premium;F;VS2;624;59;3285;592;585;367
94;Fair;H;SI1;684;53;3285;605;597;411
8;Premium;F;VS2;597;58;3285;602;597;358
104;Good;J;VS2;582;64;3285;664;653;385
96;Very Good;I;SI2;627;58;3286;62;624;39
91;Good;G;SI1;643;60;3286;612;604;391
91;Very Good;G;SI2;621;55;3287;616;621;384
74;Ideal;H;VVS1;625;55;3287;576;579;361
7;Ideal;D;VS1;625;57;3287;564;568;354
7;Ideal;D;VS1;626;58;3287;564;567;354
91;Good;I;VS2;642;55;3287;613;609;392
103;Premium;I;SI1;584;60;3288;66;658;385
73;Very Good;G;VVS2;614;58;3288;583;586;359
101;Very Good;G;I1;624;59;3288;635;641;398
9;Fair;I;VVS2;609;66;3288;61;612;372
103;Very Good;H;SI2;631;56;3288;643;638;404
91;Very Good;J;VS2;616;59;3290;613;625;381
9;Good;H;SI1;642;59;3290;605;601;387
83;Ideal;F;SI1;607;57;3290;602;61;368
71;Ideal;H;IF;611;56;3290;574;578;352
71;Ideal;H;IF;616;55;3290;575;578;355
91;Good;J;VS2;613;61;3290;618;625;381
102;Fair;I;SI2;662;57;3290;634;626;417
77;Premium;E;VS2;605;59;3291;592;598;36
77;Good;E;VS2;634;57;3291;58;584;369
77;Premium;D;VS2;618;58;3291;584;581;36
9;Premium;I;VS2;63;59;3292;61;606;383
9;Premium;I;VS2;626;62;3292;613;604;381
86;Very Good;G;SI1;629;55;3293;604;608;381
1;Very Good;J;SI2;628;63;3293;626;619;319
8;Very Good;E;SI1;631;57;3293;594;586;372
1;Very Good;J;SI2;632;62;3293;632;627;398
8;Ideal;F;SI1;601;60;3293;598;603;361
105;Premium;E;I1;622;61;3293;651;648;404
1;Premium;J;SI2;627;58;3293;632;628;395
76;Ideal;D;VS2;602;56;3293;595;592;357
101;Fair;E;SI2;646;59;3294;622;618;401
72;Ideal;F;VS1;611;56;3294;579;576;353
7;Premium;E;VVS1;617;59;3294;571;567;351
74;Premium;D;VS2;58;59;3294;6;593;346
9;Very Good;H;SI2;621;56;3295;613;623;384
7;Very Good;E;VVS2;607;56;3295;577;582;352
83;Very Good;E;SI1;638;54;3295;596;604;383
72;Ideal;G;VVS2;61;56;3295;58;584;355
82;Premium;E;SI1;625;56;3295;601;596;374
101;Premium;J;VS2;624;60;3296;645;635;399
8;Ideal;H;VS1;626;55;3296;59;593;37
7;Fair;D;VVS2;585;62;3296;572;581;337
107;Very Good;H;SI2;618;63;3296;657;647;403
91;Ideal;J;VS1;607;57;3296;626;623;379
107;Premium;G;SI2;625;59;3296;65;647;405
8;Ideal;E;SI1;62;57;3297;597;594;369
8;Premium;E;SI1;615;58;3297;597;593;366
101;Premium;F;SI2;609;60;3297;645;642;391
102;Good;J;SI2;631;58;3298;634;638;401
91;Very Good;D;SI2;627;59;3298;616;622;388
78;Good;D;VS2;64;54;3298;582;586;374
78;Very Good;D;VS2;585;56;3298;608;612;357
7;Ideal;I;VS2;619;57;3298;568;573;353
91;Very Good;J;VS2;626;55;3299;617;619;387
101;Very Good;I;SI2;615;62;3299;637;641;393
62;Ideal;F;VVS2;614;56;3299;546;55;337
91;Ideal;J;VS2;619;58;3299;618;622;384
71;Ideal;G;VS2;618;56;3299;568;572;352
71;Ideal;G;VS2;618;56;3299;573;576;355
71;Ideal;G;VS2;618;56;3299;572;575;355
71;Ideal;D;VS2;615;55;3299;575;579;355
105;Ideal;G;SI2;596;57;3299;658;653;391
77;Premium;G;VVS2;608;59;3299;596;592;361
96;Fair;G;SI1;697;59;3299;609;59;418
1;Very Good;E;I1;63;57;3300;632;635;399
7;Premium;F;VVS1;624;56;3300;569;563;353
77;Ideal;G;VS2;618;54;3300;591;594;366
7;Ideal;G;VS1;608;56;3300;573;58;351
9;Very Good;H;SI2;617;60;3301;617;624;383
72;Ideal;E;VS2;609;56;3301;581;584;355
71;Ideal;E;VS2;618;57;3301;569;574;353
73;Ideal;H;IF;622;54;3301;576;582;36
91;Good;H;VS2;569;61;3302;641;624;36
108;Fair;J;SI2;649;60;3302;646;632;415
9;Very Good;G;SI2;621;58;3303;608;613;379
9;Premium;G;SI2;611;58;3303;618;622;379
9;Good;I;VS2;638;55;3303;607;616;39
9;Good;G;SI2;638;59;3303;602;605;385
9;Good;I;VS2;637;61;3303;606;61;387
9;Good;G;SI2;634;59;3303;604;608;384
9;Very Good;G;SI2;592;57;3303;63;636;375
9;Good;G;SI2;638;56;3303;613;616;392
7;Ideal;G;VVS1;607;57;3303;573;576;349
77;Ideal;E;VS2;61;56;3303;591;596;362
81;Ideal;F;SI2;621;56;3303;595;6;371
71;Ideal;E;VS2;621;55;3304;572;575;356
71;Ideal;E;VS2;62;56;3304;572;575;355
72;Ideal;E;VS2;608;56;3304;581;584;354
71;Ideal;E;VS2;625;56;3304;569;571;356
76;Good;G;IF;646;61;3304;572;58;372
1;Fair;D;SI2;648;60;3304;623;618;402
1;Fair;G;SI1;658;55;3304;622;619;408
1;Very Good;D;SI2;634;58;3304;633;63;401
1;Good;D;SI2;64;54;3304;629;624;401
82;Ideal;E;VS1;60;55;3306;618;608;368
76;Ideal;D;VS2;618;57;3306;585;59;363
76;Ideal;D;SI1;62;57;3306;588;592;366
53;Very Good;D;VVS1;612;55;3307;521;526;321
73;Very Good;E;VS2;615;58;3307;571;58;354
9;Good;G;SI1;642;58;3307;601;604;387
71;Ideal;G;VVS2;617;57;3307;572;574;353
71;Ideal;G;VVS2;613;56;3307;575;577;353
73;Ideal;G;VS2;609;57;3307;58;586;355
9;Very Good;I;SI1;623;56;3308;612;618;383
9;Ideal;I;SI1;608;57;3308;622;625;379
73;Premium;D;VS2;598;58;3308;585;589;351
81;Very Good;F;SI1;622;56;3308;597;599;372
66;Very Good;E;VVS1;618;55;3309;56;566;348
77;Ideal;D;SI1;608;57;3309;59;594;36
7;Ideal;E;VS1;622;58;3309;567;571;354
7;Ideal;H;IF;613;59;3309;569;572;35
101;Very Good;I;SI2;632;58;3309;634;631;4
31;Ideal;D;SI1;622;54;565;436;439;272
31;Ideal;D;SI1;613;55;565;436;441;269
26;Very Good;H;VVS2;634;55;565;406;405;257
26;Premium;H;VVS2;598;61;565;418;415;249
41;Good;J;VS2;64;59;565;464;471;299
31;Ideal;G;VVS2;622;55;565;432;436;27
3;Good;G;VS1;634;55;565;426;432;272
3;Good;G;VS1;635;58;565;421;426;269
3;Good;F;VS2;634;59;565;423;425;269
3;Very Good;G;VS1;602;62;565;43;431;259
3;Good;G;VS1;633;56;565;428;431;272
3;Very Good;G;VS1;62;60;565;427;431;266
3;Ideal;F;VS2;624;57;565;429;433;269
3;Very Good;G;VS1;608;61;565;431;434;263
27;Very Good;G;VVS1;601;58;566;421;423;253
27;Very Good;G;VVS1;629;55;566;412;415;26
27;Very Good;G;VVS1;625;56;566;414;416;259
27;Very Good;G;VVS1;61;56;566;421;425;257
27;Very Good;G;VVS1;629;55;566;413;415;26
27;Very Good;G;IF;608;57;566;42;422;256
27;Ideal;G;VVS2;608;57;566;418;42;254
38;Ideal;G;SI2;628;57;566;458;459;288
27;Ideal;H;IF;616;56;566;418;421;258
27;Ideal;G;IF;616;57;566;418;421;258
35;Premium;H;SI2;616;58;566;454;449;278
34;Premium;F;SI1;593;60;566;452;458;27
34;Very Good;F;SI1;594;62;566;454;459;271
34;Very Good;F;SI1;63;54;566;448;45;283
38;Very Good;J;VS2;605;60;566;464;468;282
34;Premium;F;SI1;598;58;566;453;457;272
7;Good;F;VVS1;633;56;3310;564;57;359
73;Ideal;E;VS2;615;56;3310;579;582;357
62;Ideal;G;IF;618;56;3310;545;548;338
76;Premium;H;VVS1;607;58;3311;59;593;359
73;Ideal;E;VS1;623;56;3311;58;575;36
73;Premium;E;VS1;612;58;3311;583;577;355
81;Premium;G;VS1;621;58;3311;596;592;369
81;Premium;F;SI1;616;58;3311;596;592;366
73;Premium;E;VS1;609;61;3311;581;579;353
8;Premium;D;SI1;627;59;3312;589;585;368
7;Good;D;VVS2;636;57;3312;561;558;356
8;Premium;D;SI1;617;58;3312;596;593;367
84;Good;G;VS2;636;59;3312;594;589;376
9;Premium;D;SI2;581;60;3312;626;624;363
96;Good;J;VS2;639;58;3312;627;621;399
124;Ideal;I;SI2;625;57;3312;689;684;429
9;Premium;D;SI2;625;59;3312;618;613;385
74;Premium;E;VS1;612;58;3312;588;582;358
7;Good;D;VVS2;637;55;3312;566;561;359
9;Premium;D;SI2;61;61;3312;617;615;376
124;Ideal;J;SI1;623;57;3312;686;681;426
57;Ideal;F;VVS1;613;56;3313;537;54;33
102;Premium;H;SI2;583;59;3313;661;657;384
95;Very Good;J;VS2;635;56;3314;624;627;397
81;Very Good;H;VS1;622;57;3314;591;594;369
75;Very Good;E;VS1;615;54;3314;588;582;36
83;Ideal;I;SI1;619;57;3314;596;602;371
74;Ideal;E;VS2;617;56;3315;586;581;36
84;Good;G;VS1;636;57;3316;598;593;379
71;Ideal;D;SI1;623;56;3316;572;57;356
93;Premium;F;SI2;613;62;3317;626;617;381
77;Very Good;E;VS1;62;56;3318;588;592;366
9;Good;F;SI2;632;56;3318;615;62;39
9;Good;F;SI2;632;58;3318;609;612;386
79;Ideal;E;VS2;593;57;3318;606;602;358
92;Premium;G;SI2;623;59;3318;62;615;385
73;Ideal;D;VS2;618;54;3319;589;592;365
7;Ideal;F;VS1;615;55;3319;573;575;353
102;Ideal;G;I1;615;56;3321;646;649;398
52;Ideal;D;VVS1;609;56;3321;52;524;318
71;Ideal;D;VS2;621;56;3321;571;575;356
71;Ideal;D;VS2;612;57;3321;573;577;352
77;Ideal;F;SI1;615;55;3321;588;592;363
106;Ideal;G;SI2;61;56;3321;662;656;402
83;Very Good;F;SI1;619;58;3322;597;601;371
72;Ideal;D;SI1;622;56;3322;577;574;358
86;Premium;E;SI1;619;61;3323;607;599;373
69;Very Good;G;VVS1;608;55;3323;574;577;35
71;Very Good;F;VS2;63;54;3323;57;572;36
74;Very Good;E;VS2;628;58;3323;573;576;361
53;Ideal;E;VVS1;615;54;3323;523;525;322
81;Fair;G;VVS2;648;562;3323;582;598;382
92;Very Good;I;SI1;633;58;3323;618;614;39
92;Ideal;I;SI1;618;57;3323;627;625;387
91;Good;H;SI1;638;56;3323;609;604;387
92;Fair;F;SI1;66;57;3323;604;599;397
81;Good;D;SI1;641;54;3324;592;596;381
9;Very Good;H;SI2;62;58;3324;611;612;379
79;Ideal;H;VVS2;62;559;3324;588;595;367
7;Ideal;H;VVS2;618;55;3325;569;574;353
7;Ideal;H;VVS2;61;56;3325;575;578;352
7;Ideal;H;VVS2;609;56;3325;576;579;352
78;Ideal;G;VS2;626;57;3325;587;591;369
96;Ideal;J;VS2;615;57;3326;632;636;39
9;Premium;H;SI2;621;59;3326;613;604;378
78;Ideal;D;SI1;612;58;3326;592;595;363
9;Fair;F;SI1;653;61;3326;6;595;39
9;Premium;H;SI2;592;60;3326;63;624;371
72;Ideal;G;VVS1;617;55;3326;58;577;357
9;Premium;G;SI1;601;59;3326;625;62;374
9;Premium;G;SI2;595;61;3326;633;628;375
73;Ideal;E;VS1;628;57;3327;575;578;362
79;Ideal;D;SI1;613;54;3328;596;601;367
73;Ideal;E;VS2;622;56;3328;576;578;359
74;Very Good;G;VVS1;632;56;3328;574;572;362
82;Ideal;E;SI2;609;56;3328;606;612;371
88;Ideal;I;SI1;617;56;3328;614;618;38
127;Ideal;I;I1;623;56;3328;691;686;429
88;Ideal;E;SI2;622;57;3329;608;62;382
72;Ideal;F;VS1;625;54;3330;573;576;359
7;Ideal;E;SI1;619;56;3330;57;573;354
7;Ideal;E;SI1;611;56;3330;575;578;352
7;Ideal;E;SI1;616;56;3330;57;572;352
71;Very Good;F;VVS2;636;56;3332;565;57;361
71;Very Good;D;VS1;641;57;3332;564;566;362
71;Ideal;G;VVS1;614;59;3332;57;576;352
77;Ideal;H;VS2;609;56;3332;589;594;361
71;Ideal;E;VS1;618;55;3332;572;577;355
9;Fair;E;SI1;65;61;3332;605;602;392
9;Good;E;SI1;638;61;3332;608;605;387
92;Ideal;J;VS1;624;56;3332;623;619;388
98;Fair;G;SI2;666;56;3332;612;602;404
6;Very Good;F;VVS1;612;58;3333;542;546;333
71;Very Good;D;VS1;625;58;3333;568;571;356
93;Premium;F;SI2;60;60;3333;636;631;38
9;Very Good;I;VS2;584;62;3334;629;635;369
9;Very Good;I;VS2;584;62;3334;629;635;369
78;Very Good;E;VS2;617;58;3334;59;593;365
78;Ideal;E;VS2;62;55;3334;589;595;367
72;Ideal;H;VVS2;616;56;3334;575;577;355
95;Very Good;H;SI2;59;59;3335;638;651;377
92;Good;D;SI2;578;63;3335;636;64;369
7;Ideal;D;VS1;62;57;3335;569;576;355
94;Premium;H;SI2;619;57;3335;629;621;387
64;Ideal;F;VVS2;61;56;3336;555;559;34
61;Ideal;D;VVS2;601;57;3336;553;558;334
75;Ideal;F;SI1;615;55;3336;588;59;362
75;Ideal;F;SI1;618;56;3336;584;587;362
101;Premium;I;SI1;627;58;3337;64;633;399
61;Very Good;E;IF;617;58;3337;539;547;335
99;Fair;I;SI1;607;66;3337;642;634;387
101;Premium;D;SI2;589;59;3337;654;649;384
72;Very Good;F;VVS2;634;56;3338;568;571;361
9;Very Good;I;VS2;62;63;3338;613;603;377
9;Premium;I;VS2;612;62;3338;619;613;377
81;Ideal;E;SI1;613;57;3338;608;603;371
9;Ideal;G;SI2;625;55;3338;621;615;386
71;Very Good;E;VVS2;634;58;3340;564;569;359
91;Good;G;SI2;636;59;3340;611;615;39
91;Very Good;I;VS2;63;58;3340;607;615;385
91;Good;G;SI2;632;61;3340;601;627;388
92;Good;F;SI2;642;58;3340;611;614;393
91;Good;G;SI2;633;57;3340;608;612;386
74;Ideal;F;VS1;62;548;3340;581;583;361
102;Good;I;SI2;571;62;3342;666;658;378
73;Ideal;F;VVS1;619;56;3342;583;576;359
71;Ideal;E;VS2;611;56;3342;577;579;353
73;Ideal;G;VS1;62;55;3342;574;579;358
73;Ideal;G;VS1;608;58;3342;581;587;355
9;Very Good;E;SI2;634;60;3342;607;602;383
9;Fair;E;SI2;645;57;3342;613;609;394
78;Premium;F;VS1;606;57;3342;6;595;362
78;Ideal;G;VS2;611;56;3343;589;596;362
77;Premium;F;VS1;621;60;3343;582;577;36
57;Ideal;F;VVS1;613;56;3343;54;537;33
71;Very Good;E;VS2;625;58;3344;569;573;357
1;Premium;F;I1;624;59;3344;634;638;397
91;Good;G;SI1;643;60;3344;604;612;391
72;Ideal;G;VS2;617;55;3344;572;579;355
92;Very Good;I;SI1;637;58;3345;612;618;392
7;Ideal;E;VS1;623;54;3345;567;571;354
78;Ideal;E;SI1;616;56;3345;594;6;368
77;Ideal;D;SI1;625;56;3345;586;591;368
97;Premium;H;SI2;588;58;3346;644;641;378
53;Ideal;D;VVS2;616;56;3346;521;524;322
73;Ideal;D;VS2;615;57;3346;581;583;358
71;Ideal;E;VS1;623;56;3346;569;574;356
91;Premium;F;SI2;63;59;3346;617;612;387
91;Premium;F;SI2;629;57;3346;616;611;386
71;Premium;F;VVS1;581;58;3347;592;588;343
83;Premium;D;SI1;622;60;3347;601;598;373
7;Premium;F;VVS1;618;60;3348;567;563;349
7;Ideal;F;VVS1;622;55;3348;569;566;353
9;Good;H;SI2;613;61;3348;611;616;376
1;Fair;I;SI2;658;58;3348;623;627;411
101;Premium;G;I1;594;61;3348;651;645;385
101;Good;I;SI2;641;58;3349;626;631;403
91;Good;D;SI2;641;62;3349;606;601;387
71;Premium;H;IF;629;60;3349;574;567;359
77;Very Good;F;VS1;628;58;3350;579;586;366
9;Very Good;G;SI2;635;57;3350;609;613;388
9;Good;G;SI2;585;61;3350;628;633;369
77;Very Good;D;VS2;63;58;3351;581;585;367
94;Very Good;G;SI2;623;59;3351;62;626;388
63;Ideal;F;VVS2;612;56;3351;553;555;339
76;Ideal;D;VS2;602;56;3352;592;595;357
72;Ideal;G;VVS2;613;56;3352;576;58;354
72;Ideal;G;VVS2;62;55;3352;572;576;356
72;Ideal;G;VVS2;612;57;3352;576;577;353
53;Ideal;E;VVS1;615;54;3352;525;523;322
105;Premium;H;SI2;628;56;3352;654;647;408
105;Premium;H;SI2;617;59;3352;659;653;405
74;Premium;D;VS2;593;60;3353;589;591;35
73;Very Good;E;VS1;621;60;3353;571;579;357
9;Very Good;G;SI2;631;59;3353;611;616;387
76;Ideal;D;VS1;611;54;3353;586;589;359
9;Good;I;VS2;585;66;3353;623;625;365
9;Good;G;SI2;613;60;3353;613;62;378
94;Fair;H;SI2;66;501;3353;613;617;406
81;Ideal;D;SI1;619;57;3353;601;597;371
71;Very Good;F;VVS2;621;60;3354;569;572;354
107;Good;F;I1;643;59;3354;637;642;411
7;Ideal;G;VVS1;619;58;3354;567;574;353
71;Ideal;E;VS1;624;57;3354;567;571;355
71;Ideal;H;IF;63;57;3354;568;572;359
81;Ideal;I;VS2;614;55;3355;603;606;371
96;Premium;G;SI1;62;57;3355;634;631;392
128;Ideal;H;I1;619;56;3355;695;691;429
8;Premium;E;SI1;615;58;3356;593;597;366
89;Very Good;F;SI2;602;60;3356;618;621;373
77;Premium;F;VS1;627;58;3357;582;588;367
77;Ideal;F;VS1;625;57;3357;588;59;368
8;Ideal;I;IF;624;58;3357;59;596;37
9;Good;H;SI1;638;58;3357;605;612;388
82;Ideal;D;SI2;621;57;3357;604;6;374
91;Good;D;SI1;64;59;3357;613;602;389
74;Premium;E;VS1;628;59;3357;576;568;359
74;Very Good;E;VS1;634;55;3357;578;576;366
9;Very Good;J;VS1;604;58;3358;622;627;377
7;Very Good;E;VS1;607;57;3358;572;575;348
93;Fair;G;SI1;644;57;3358;614;609;394
7;Ideal;F;VS1;603;57;3359;574;579;347
102;Very Good;J;SI2;631;58;3359;638;634;401
93;Ideal;I;SI1;619;57;3359;623;621;385
78;Premium;E;VS1;609;57;3360;594;588;359
7;Ideal;D;VS2;614;55;3360;571;575;352
71;Ideal;E;SI1;619;55;3360;574;577;356
71;Ideal;E;SI1;608;57;3360;58;584;354
101;Premium;I;SI2;615;62;3360;641;637;393
1;Premium;H;SI2;594;60;3360;655;649;387
1;Good;I;SI1;643;57;3360;629;625;403
1;Very Good;I;SI2;583;63;3360;653;65;38
1;Ideal;E;I1;63;57;3360;635;632;399
